日期,類型,金額,結餘,證券,股票代號,股數,每股,費用,稅款,對銷賬戶,備註
2026-02-02 00:00:00,股息,8.35,"13,744.88",AT&T Inc.,T,43,0.28,,3.58,,
2026-02-02 00:00:00,股息,5.04,"13,736.53",Lincoln National Co,LNC,16,0.45,,2.16,,
2026-01-30 00:00:00,股息,5.62,"13,731.49",TC Energy Corporation,TRP,12,0.62,,1.88,,
2026-01-29 00:00:00,賣出,"2,610.00","13,725.87",Huntington Ingalls Industries Inc,HII,6,435.00,,,Charles Schwab,
2026-01-27 00:00:00,股息,9.24,"11,115.87","American Financial Group, Inc.",AFG,15,0.88,,3.96,,
2026-01-23 00:00:00,股息,1.75,"11,106.63","Toll Brothers, Inc.",TOL,10,0.25,,0.75,,
2026-01-15 00:00:00,賣出,500.00,"11,104.88",Intel Corp.,INTC,10,50.00,,,Charles Schwab,
2026-01-15 00:00:00,股息,7.35,"10,604.88","Leggett & Platt, Incorporated",LEG,210,0.05,,3.15,,
2026-01-15 00:00:00,費用,-5.20,"10,597.53",Itochu Corp,ITOCY,,,,,,ADR管理費
2026-01-15 00:00:00,股息,0.75,"10,602.73",South Bow Corporation,SOBO,2,0.50,,0.25,,
2026-01-13 00:00:00,股息,13.28,"10,601.98",F&G Annuities & Life,FG,1,13.28,,,,Cash In Lieu
2026-01-06 00:00:00,股息,3.46,"10,588.70","PulteGroup, Inc.",PHM,19,0.26,,1.48,,
2026-01-05 00:00:00,賣出,"3,100.00","10,585.24","Caterpillar, Inc.",CAT,5,620.00,,,Charles Schwab,賣出理由：GDP高點減碼 賣掉接近貴價1%
2025-12-31 00:00:00,股息,8.74,"7,485.24",Fidelity National Financial Inc.,FNF,24,0.52,,3.74,,
2025-12-30 00:00:00,股息,14.00,"7,476.50",Goldman Sachs Group Inc,GS,5,4.00,,6.00,,
2025-12-30 00:00:00,利息,0.11,"7,462.50",,,,,,0.04,,
2025-12-26 00:00:00,股息,7.45,"7,462.39",Bank of America Corp,BAC,38,0.28,,3.19,,
2025-12-23 00:00:00,賣出,"3,120.00","7,454.94","Tapestry, Inc.",TPR,24,130.00,,,Charles Schwab,賣出理由：減碼 賣掉接近貴價3% 設長單成交
2025-12-22 00:00:00,股息,6.72,"4,334.94","Tapestry, Inc.",TPR,24,0.40,,2.88,,
2025-12-19 00:00:00,股息,13.40,"4,328.22",Manulife Financial Corp.,MFC,56,0.32,,4.47,,
2025-12-17 00:00:00,股息,26.09,"4,314.82",Itochu Corp,ITOCY,260,0.13,2.08,5.10,,
2025-12-16 00:00:00,股息,2.73,"4,288.73",Central Japan Railway,CJPRY,75,0.05,0.54,0.59,,
2025-12-15 00:00:00,股息,53.41,"4,286.00",Marubeni Corp,MARUY,20,3.22,1.12,9.86,,
2025-12-15 00:00:00,股息,11.19,"4,232.59",East Japan Railway,EJPRY,140,0.11,2.21,2.42,,
2025-12-15 00:00:00,股息,10.35,"4,221.40",Tyson Foods Inc,TSN,29,0.51,,4.44,,
2025-12-15 00:00:00,股息,9.80,"4,211.05",The Wendy's Company,WEN,100,0.14,,4.20,,
2025-12-15 00:00:00,股息,4.06,"4,201.25",AGCO Corporation,AGCO,20,0.29,,1.74,,
2025-12-12 00:00:00,股息,7.15,"4,197.19",3M Co.,MMM,14,0.73,,3.07,,
2025-12-12 00:00:00,股息,5.80,"4,190.04",Huntington Ingalls Industries Inc,HII,6,1.38,,2.48,,
2025-12-11 00:00:00,股息,8.50,"4,184.24","Prudential Financial, Inc",PRU,9,1.35,,3.65,,
2025-12-10 00:00:00,股息,8.82,"4,175.74",Energizer Holdings Inc,ENR,42,0.30,,3.78,,
2025-12-09 00:00:00,股息,142.21,"4,166.92",Boeing Company,BA,,,,,,Cash In Lieu 0.7075股*$201=142.21 成本$72.38  +$69.83
2025-12-09 00:00:00,股息,29.81,"4,024.71","Mitsui & Co., Ltd.",MITSY,5,7.05,0.03,5.40,,
2025-12-09 00:00:00,費用,-1.65,"3,994.90",Danske Bank,DNKEY,,,,,,ADR管理費
2025-12-08 00:00:00,股息,33.79,"3,996.55",Sumitomo Corp,SSUMY,95,0.45,2.47,6.56,,
2025-12-05 00:00:00,股息,6.47,"3,962.76",Scotts Miracle-Gro Company,SMG,14,0.66,,2.77,,
2025-12-04 00:00:00,股息,3.22,"3,956.29",CNA Financial Corporation,CNA,10,0.46,,1.38,,
2025-12-03 00:00:00,股息,13.94,"3,953.07",Assured Guaranty Ltd.,AGO,41,0.34,,,,
2025-12-01 00:00:00,股息,17.16,"3,939.13",PFIZER INC,PFE,57,0.43,,7.35,,
2025-12-01 00:00:00,股息,9.80,"3,921.97",Kroger Co.,KR,40,0.35,,4.20,,
2025-12-01 00:00:00,股息,6.30,"3,912.17",Wells Fargo & Co,WFC,20,0.45,,2.70,,
2025-11-28 00:00:00,股息,7.27,"3,905.87",Magna Intl Inc.,MGA,20,0.48,,2.43,,
2025-11-26 00:00:00,股息,21.00,"3,898.60","American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2025-11-26 00:00:00,股息,7.98,"3,877.60","Citigroup, Inc.",C,19,0.60,,3.42,,
2025-11-26 00:00:00,利息,0.07,"3,869.62",,,,,,0.02,,
2025-11-21 00:00:00,股息,14.74,"3,869.55",SiriusXM Holdings Inc.,SIRI,78,0.27,,6.32,,
2025-11-20 00:00:00,股息,5.28,"3,854.81","Caterpillar, Inc.",CAT,5,1.51,,2.27,,
2025-11-17 00:00:00,股息,9.87,"3,849.53",Synchrony Financial,SYF,47,0.30,,4.23,,
2025-11-14 00:00:00,賣出,"1,800.00","3,839.66","Invesco QQQ Trust, Series 1",QQQ,3,600.00,,,Charles Schwab,GDP高點 快速減碼持股比例
2025-11-14 00:00:00,股息,7.00,"2,039.66",Morgan Stanley,MS,10,1.00,,3.00,,
2025-11-10 00:00:00,股息,18.11,"2,032.66",Centrica plc,CPYYY,210,0.10,2.10,,,
2025-11-06 00:00:00,股息,3.81,"2,014.55",Delta Air Lines Inc,DAL,29,0.19,,1.63,,
2025-11-04 00:00:00,賣出,"1,755.00","2,010.74","Cardinal Health, Inc.",CAH,9,195.00,,,Charles Schwab,賣出理由：接近貴價1%
2025-11-03 00:00:00,股息,8.35,255.74,AT&T Inc.,T,43,0.28,,3.58,,
2025-11-03 00:00:00,股息,5.04,247.39,Lincoln National Co,LNC,16,0.45,,2.16,,
2025-10-31 00:00:00,股息,5.45,242.35,TC Energy Corporation,TRP,12,0.61,,1.82,,
2025-10-31 00:00:00,股息,1.46,236.90,"Invesco QQQ Trust, Series 1",QQQ,3,0.69,,0.62,,
2025-10-29 00:00:00,股息,36.88,235.44,BNP PARIBAS ADR EACH REPR 1/2 O,BNPQY,33,1.52,0.66,12.52,,
2025-10-27 00:00:00,買入,-800.00,198.56,Molina Healthcare Inc,MOH,5,160.00,,,Charles Schwab,
2025-10-24 00:00:00,股息,9.24,998.56,"American Financial Group, Inc.",AFG,15,0.88,,3.96,,
2025-10-24 00:00:00,股息,1.75,989.32,"Toll Brothers, Inc.",TOL,10,0.25,,0.75,,
2025-10-15 00:00:00,股息,7.35,987.57,"Leggett & Platt, Incorporated",LEG,210,0.05,,3.15,,
2025-10-15 00:00:00,股息,3.22,980.22,"Cardinal Health, Inc.",CAH,9,0.51,,1.38,,
2025-10-15 00:00:00,股息,0.75,977.00,South Bow Corporation,SOBO,2,0.50,,0.25,,
2025-10-09 00:00:00,費用,-0.28,976.25,BAYER AG SPON ADR EACH REP 0.25,BAYRY,,,,,,ADR管理費
2025-10-02 00:00:00,股息,2.93,976.53,"PulteGroup, Inc.",PHM,19,0.22,,1.25,,
2025-09-30 00:00:00,股息,8.40,973.60,Fidelity National Financial Inc.,FNF,24,0.50,,3.60,,
2025-09-29 00:00:00,股息,14.00,965.20,Goldman Sachs Group Inc,GS,5,4.00,,6.00,,
2025-09-26 00:00:00,股息,7.45,951.20,Bank of America Corp,BAC,38,0.28,,3.19,,
2025-09-23 00:00:00,買入,"-1,056.00",943.75,Arch Capital Group Ltd.,ACGL,12,88.00,,,Charles Schwab,
2025-09-22 00:00:00,股息,6.72,"1,999.75","Tapestry, Inc.",TPR,24,0.40,,2.88,,
2025-09-19 00:00:00,股息,13.41,"1,993.03",Manulife Financial Corp.,MFC,56,0.32,,4.47,,
2025-09-15 00:00:00,股息,4.06,"1,979.62",AGCO Corporation,AGCO,20,0.29,,1.74,,
2025-09-12 00:00:00,股息,10.15,"1,975.56",Tyson Foods Inc,TSN,29,0.50,,4.35,,
2025-09-12 00:00:00,股息,7.15,"1,965.41",3M Co.,MMM,14,0.73,,3.07,,
2025-09-12 00:00:00,股息,5.67,"1,958.26",Huntington Ingalls Industries Inc,HII,6,1.35,,2.43,,
2025-09-11 00:00:00,股息,8.50,"1,952.59","Prudential Financial, Inc",PRU,9,1.35,,3.65,,
2025-09-10 00:00:00,股息,8.82,"1,944.09",Energizer Holdings Inc,ENR,42,0.30,,3.78,,
2025-09-05 00:00:00,股息,6.47,"1,935.27",Scotts Miracle-Gro Company,SMG,14,0.66,,2.77,,
2025-09-04 00:00:00,股息,3.22,"1,928.80",CNA Financial Corporation,CNA,10,0.46,,1.38,,
2025-09-03 00:00:00,買入,"-1,000.00","1,925.58",The Wendy's Company,WEN,100,10.00,,,Charles Schwab,
2025-09-03 00:00:00,股息,13.94,"2,925.58",Assured Guaranty Ltd.,AGO,41,0.34,,,,
2025-09-02 00:00:00,股息,17.16,"2,911.64",PFIZER INC,PFE,57,0.43,,7.35,,
2025-09-02 00:00:00,股息,9.80,"2,894.48",Kroger Co.,KR,40,0.35,,4.20,,
2025-09-02 00:00:00,股息,6.30,"2,884.68",Wells Fargo & Co,WFC,20,0.45,,2.70,,
2025-08-29 00:00:00,股息,7.27,"2,878.38",Magna Intl Inc.,MGA,20,0.48,,2.43,,
2025-08-28 00:00:00,利息,0.03,"2,871.11",,,,,,0.01,,
2025-08-27 00:00:00,股息,14.74,"2,871.08",SiriusXM Holdings Inc.,SIRI,78,0.27,,6.32,,
2025-08-22 00:00:00,股息,7.98,"2,856.34","Citigroup, Inc.",C,19,0.60,,3.42,,
2025-08-21 00:00:00,股息,3.81,"2,848.36",Delta Air Lines Inc,DAL,29,0.19,,1.63,,
2025-08-20 00:00:00,股息,5.28,"2,844.55","Caterpillar, Inc.",CAT,5,1.51,,2.27,,
2025-08-15 00:00:00,買入,-954.00,"2,839.27",Berkshire Hathaway Inc. New,BRK-B,2,477.00,,,Charles Schwab,
2025-08-15 00:00:00,股息,9.87,"3,793.27",Synchrony Financial,SYF,47,0.30,,4.23,,
2025-08-15 00:00:00,股息,7.00,"3,783.40",Morgan Stanley,MS,10,1.00,,3.00,,
2025-08-13 00:00:00,賣出,"1,736.00","3,776.40",Capital One Financial Corporati,COF,8,217.00,,,Charles Schwab,
2025-08-12 00:00:00,賣出,"1,100.00","2,040.40","Tapestry, Inc.",TPR,10,110.00,,,Charles Schwab,
2025-08-01 00:00:00,股息,8.35,940.40,AT&T Inc.,T,43,0.28,,3.58,,
2025-08-01 00:00:00,股息,5.04,932.05,Lincoln National Co,LNC,16,0.45,,2.16,,
2025-07-31 00:00:00,股息,5.52,927.01,TC Energy Corporation,TRP,12,0.61,,1.84,,
2025-07-31 00:00:00,股息,1.24,921.49,"Invesco QQQ Trust, Series 1",QQQ,3,0.59,,0.53,,
2025-07-25 00:00:00,股息,8.40,920.25,"American Financial Group, Inc.",AFG,15,0.80,,3.60,,
2025-07-25 00:00:00,股息,1.75,911.85,"Toll Brothers, Inc.",TOL,10,0.25,,0.75,,
2025-07-15 00:00:00,股息,7.35,910.10,"Leggett & Platt, Incorporated",LEG,210,0.05,,3.15,,
2025-07-15 00:00:00,股息,3.22,902.75,"Cardinal Health, Inc.",CAH,9,0.51,,1.38,,
2025-07-15 00:00:00,股息,0.75,899.53,South Bow Corporation,SOBO,2,0.50,,0.25,,
2025-07-11 00:00:00,股息,2.94,898.78,Central Japan Railway,CJPRY,75,0.06,0.58,0.64,,
2025-07-10 00:00:00,費用,-0.46,895.84,Electrolux AB,ELUXY,,,,,,ADR管理費 0.46/23=0.02
2025-07-08 00:00:00,股息,27.73,896.30,Itochu Corp,ITOCY,260,0.14,2.08,5.39,,
2025-07-07 00:00:00,股息,11.51,868.57,East Japan Railway,EJPRY,140,0.12,2.28,2.49,,
2025-07-02 00:00:00,股息,2.93,857.06,"PulteGroup, Inc.",PHM,19,0.22,,1.25,,
2025-06-30 00:00:00,股息,32.93,854.13,Sumitomo Corp,SSUMY,95,0.44,2.47,6.40,,
2025-06-30 00:00:00,股息,8.40,821.20,Fidelity National Financial Inc.,FNF,24,0.50,,3.60,,
2025-06-27 00:00:00,股息,28.96,812.80,"Mitsui & Co., Ltd.",MITSY,5,6.85,0.03,5.24,,
2025-06-27 00:00:00,股息,10.50,783.84,Goldman Sachs Group Inc,GS,5,3.00,,4.50,,
2025-06-27 00:00:00,股息,6.92,773.34,Bank of America Corp,BAC,38,0.26,,2.96,,
2025-06-23 00:00:00,股息,8.33,766.42,"Tapestry, Inc.",TPR,34,0.35,,3.57,,
2025-06-20 00:00:00,股息,66.37,758.09,BNP PARIBAS ADR EACH REPR 1/2 O,BNPQY,33,2.71,0.66,22.35,,
2025-06-20 00:00:00,股息,13.45,691.72,Manulife Financial Corp.,MFC,56,0.32,,4.48,,
2025-06-16 00:00:00,股息,58.00,678.27,Marubeni Corp,MARUY,20,3.49,1.12,10.69,,
2025-06-16 00:00:00,股息,30.99,620.27,Centrica plc,CPYYY,210,0.16,3.15,,,
2025-06-16 00:00:00,股息,4.06,589.28,AGCO Corporation,AGCO,20,0.29,,1.74,,
2025-06-13 00:00:00,股息,17.16,585.22,PFIZER INC,PFE,57,0.43,,7.35,,
2025-06-13 00:00:00,股息,10.15,568.06,Tyson Foods Inc,TSN,29,0.50,,4.35,,
2025-06-13 00:00:00,股息,5.67,557.91,Huntington Ingalls Industries Inc,HII,6,1.35,,2.43,,
2025-06-12 00:00:00,股息,8.50,552.24,"Prudential Financial, Inc",PRU,9,1.35,,3.65,,
2025-06-12 00:00:00,股息,7.15,543.74,3M Co.,MMM,14,0.73,,3.07,,
2025-06-11 00:00:00,股息,8.82,536.59,Energizer Holdings Inc,ENR,42,0.30,,3.78,,
2025-06-09 00:00:00,股息,22.28,527.77,Koninklijke Philips ADR,PHG,,,,,,Cash In Lieu 0.94624股*$23.55=22.28 成本$21.64  +$0.64
2025-06-06 00:00:00,股息,6.47,505.49,Scotts Miracle-Gro Company,SMG,14,0.66,,2.77,,
2025-06-05 00:00:00,股息,3.36,499.02,Capital One Financial Corporati,COF,8,0.60,,1.44,,
2025-06-05 00:00:00,股息,3.22,495.66,CNA Financial Corporation,CNA,10,0.46,,1.38,,
2025-06-03 00:00:00,股息,3.04,492.44,Delta Air Lines Inc,DAL,29,0.15,,1.31,,
2025-06-02 00:00:00,股息,8.96,489.40,Kroger Co.,KR,40,0.32,,3.84,,
2025-06-02 00:00:00,股息,5.60,480.44,Wells Fargo & Co,WFC,20,0.40,,2.40,,
2025-05-30 00:00:00,股息,13.94,474.84,Assured Guaranty Ltd.,AGO,41,0.34,,,,
2025-05-30 00:00:00,股息,7.27,460.90,Magna Intl Inc.,MGA,20,0.48,,2.43,,
2025-05-28 00:00:00,股息,82.35,453.63,"ALLIANZ SE UNSPON ADS EACH REP ",ALIZY,70,1.71,5.60,31.51,,
2025-05-28 00:00:00,股息,14.74,371.28,SiriusXM Holdings Inc.,SIRI,78,0.27,,6.32,,
2025-05-23 00:00:00,股息,7.45,356.54,"Citigroup, Inc.",C,19,0.56,,3.19,,
2025-05-20 00:00:00,股息,4.93,349.09,"Caterpillar, Inc.",CAT,5,1.41,,2.12,,
2025-05-15 00:00:00,股息,9.87,344.16,Synchrony Financial,SYF,47,0.30,,4.23,,
2025-05-15 00:00:00,股息,6.47,334.29,Morgan Stanley,MS,10,0.93,,2.78,,
2025-05-12 00:00:00,股息,1.61,327.82,BAYER AG SPON ADR EACH REP 0.25,BAYRY,70,0.03,,0.57,,
2025-05-01 00:00:00,股息,8.35,326.21,AT&T Inc.,T,43,0.28,,3.58,,
2025-05-01 00:00:00,股息,5.53,317.86,TC Energy Corporation,TRP,12,0.61,,1.84,,
2025-05-01 00:00:00,股息,5.04,312.33,Lincoln National Co,LNC,16,0.45,,2.16,,
2025-04-29 00:00:00,利息,0.12,307.29,,,,,,0.05,,
2025-04-25 00:00:00,股息,8.40,307.17,"American Financial Group, Inc.",AFG,15,0.80,,3.60,,
2025-04-25 00:00:00,股息,1.75,298.77,"Toll Brothers, Inc.",TOL,10,0.25,,0.75,,
2025-04-17 00:00:00,股息,4.50,297.02,UBS Group AG,UBS,10,0.45,,,,
2025-04-17 00:00:00,股息,2.92,292.52,UBS Group AG,UBS,10,0.45,,1.58,,
2025-04-16 00:00:00,買入,"-1,320.00",289.60,"Invesco QQQ Trust, Series 1",QQQ,3,440.00,,,Charles Schwab,
2025-04-15 00:00:00,股息,7.35,"1,609.60","Leggett & Platt, Incorporated",LEG,210,0.05,,3.15,,
2025-04-15 00:00:00,股息,3.18,"1,602.25","Cardinal Health, Inc.",CAH,9,0.51,,1.37,,
2025-04-15 00:00:00,股息,0.75,"1,599.07",South Bow Corporation,SOBO,2,0.50,,0.25,,
2025-04-11 00:00:00,買入,"-1,440.00","1,598.32","Caterpillar, Inc.",CAT,5,288.00,,,Charles Schwab,
2025-04-11 00:00:00,買入,-960.00,"3,038.32",Goldman Sachs Group Inc,GS,2,480.00,,,Charles Schwab,
2025-04-08 00:00:00,買入,-950.00,"3,998.32","Toll Brothers, Inc.",TOL,10,95.00,,,Charles Schwab,
2025-04-07 00:00:00,買入,-990.00,"4,948.32",Morgan Stanley,MS,10,99.00,,,Charles Schwab,
2025-04-02 00:00:00,股息,2.93,"5,938.32","PulteGroup, Inc.",PHM,19,0.22,,1.25,,
2025-04-01 00:00:00,股息,42.31,"5,935.39",Danske Bank,DNKEY,56,1.06,1.12,16.06,,
2025-03-31 00:00:00,股息,8.40,"5,893.08",Fidelity National Financial Inc.,FNF,24,0.50,,3.60,,
2025-03-28 00:00:00,股息,21.00,"5,884.68","American Financial Group, Inc.",AFG,15,2.00,,9.00,,Special 股息
2025-03-28 00:00:00,股息,6.92,"5,863.68",Bank of America Corp,BAC,38,0.26,,2.96,,
2025-03-28 00:00:00,股息,6.30,"5,856.76",Goldman Sachs Group Inc,GS,3,3.00,,2.70,,
2025-03-28 00:00:00,利息,0.21,"5,850.46",,,,,,0.08,,
2025-03-24 00:00:00,股息,8.33,"5,850.25","Tapestry, Inc.",TPR,34,0.35,,3.57,,
2025-03-20 00:00:00,股息,3.04,"5,841.92",Delta Air Lines Inc,DAL,29,0.15,,1.31,,
2025-03-19 00:00:00,股息,13.94,"5,838.88",Assured Guaranty Ltd.,AGO,41,0.34,,,,
2025-03-19 00:00:00,股息,12.88,"5,824.94",Manulife Financial Corp.,MFC,56,0.31,,4.30,,
2025-03-14 00:00:00,股息,10.15,"5,812.06",Tyson Foods Inc,TSN,29,0.50,,4.35,,
2025-03-14 00:00:00,股息,7.27,"5,801.91",Magna Intl Inc.,MGA,20,0.48,,2.43,,
2025-03-14 00:00:00,股息,5.67,"5,794.64",Huntington Ingalls Industries Inc,HII,6,1.35,,2.43,,
2025-03-13 00:00:00,股息,14.00,"5,788.97",CNA Financial Corporation,CNA,10,2.00,,6.00,,
2025-03-13 00:00:00,股息,8.82,"5,774.97",Energizer Holdings Inc,ENR,42,0.30,,3.78,,
2025-03-13 00:00:00,股息,8.50,"5,766.15","Prudential Financial, Inc",PRU,9,1.35,,3.65,,
2025-03-13 00:00:00,股息,3.22,"5,757.65",CNA Financial Corporation,CNA,10,0.46,,1.38,,
2025-03-12 00:00:00,買入,"-1,957.00","5,754.43",AGCO Corporation,AGCO,20,97.85,,,Charles Schwab,
2025-03-12 00:00:00,股息,7.15,"7,711.43",3M Co.,MMM,14,0.73,,3.07,,
2025-03-07 00:00:00,股息,17.16,"7,704.28",PFIZER INC,PFE,57,0.43,,7.35,,
2025-03-07 00:00:00,股息,6.47,"7,687.12",Scotts Miracle-Gro Company,SMG,14,0.66,,2.77,,
2025-03-06 00:00:00,買入,"-1,026.00","7,680.65",Synchrony Financial,SYF,19,54.00,,,Charles Schwab,
2025-03-03 00:00:00,股息,8.96,"8,706.65",Kroger Co.,KR,40,0.32,,3.84,,
2025-03-03 00:00:00,股息,5.60,"8,697.69",Wells Fargo & Co,WFC,20,0.40,,2.40,,
2025-03-03 00:00:00,股息,3.36,"8,692.09",Capital One Financial Corporati,COF,8,0.60,,1.44,,
2025-02-28 00:00:00,買入,"-1,690.00","8,688.73","Acadia Healthcare Company, Inc.",ACHC,52,32.50,,,Charles Schwab,
2025-02-28 00:00:00,股息,7.45,"10,378.73","Citigroup, Inc.",C,19,0.56,,3.19,,
2025-02-27 00:00:00,利息,0.56,"10,371.28",,,,,,0.24,,
2025-02-25 00:00:00,買入,"-1,906.40","10,370.72","Mitsui & Co., Ltd.",MITSY,5,379.89,6.95,,Charles Schwab,
2025-02-25 00:00:00,股息,14.74,"12,277.12",SiriusXM Holdings Inc.,SIRI,78,0.27,,6.32,,
2025-02-24 00:00:00,買入,"-1,488.00","12,262.38",Berkshire Hathaway Inc. New,BRK-B,3,496.00,,,Charles Schwab,
2025-02-24 00:00:00,買入,"-1,002.95","13,750.38",Itochu Corp,ITOCY,120,8.30,6.95,,Charles Schwab,
2025-02-24 00:00:00,買入,-996.95,"14,753.33",Sumitomo Corp,SSUMY,45,22.00,6.95,,Charles Schwab,
2025-02-24 00:00:00,買入,-924.95,"15,750.28",Marubeni Corp,MARUY,6,153.00,6.95,,Charles Schwab,
2025-02-21 00:00:00,買入,"-1,995.00","16,675.23","Leggett & Platt, Incorporated",LEG,210,9.50,,,Charles Schwab,
2025-02-21 00:00:00,買入,"-1,976.00","18,670.23","PulteGroup, Inc.",PHM,19,104.00,,,Charles Schwab,
2025-02-21 00:00:00,買入,-990.00,"20,646.23",Assured Guaranty Ltd.,AGO,11,90.00,,,Charles Schwab,
2025-02-18 00:00:00,股息,4.90,"21,636.23",Synchrony Financial,SYF,28,0.25,,2.10,,
2025-02-07 00:00:00,買入,"-1,989.00","21,631.33",SiriusXM Holdings Inc.,SIRI,78,25.50,,,Charles Schwab,
2025-02-03 00:00:00,股息,8.35,"23,620.33",AT&T Inc.,T,43,0.28,,3.58,,
2025-02-03 00:00:00,股息,5.04,"23,611.98",Lincoln National Co,LNC,16,0.45,,2.16,,
2025-01-31 00:00:00,股息,5.10,"23,606.94",TC Energy Corporation,TRP,12,0.57,,1.70,,
2025-01-31 00:00:00,股息,0.75,"23,601.84",South Bow Corporation,SOBO,2,0.50,,0.25,,
2025-01-30 00:00:00,利息,0.66,"23,601.09",,,,,,0.27,,
2025-01-24 00:00:00,股息,8.40,"23,600.43","American Financial Group, Inc.",AFG,15,0.80,,3.60,,
2025-01-15 00:00:00,股息,3.18,"23,592.03","Cardinal Health, Inc.",CAH,9,0.51,,1.37,,
2024-12-31 00:00:00,股息,8.40,"23,588.85",Fidelity National Financial Inc.,FNF,24,0.50,,3.60,,
2024-12-30 00:00:00,利息,1.16,"23,580.45",,,,,,0.49,,
2024-12-27 00:00:00,股息,18.11,"23,579.29",Danske Bank,DNKEY,56,0.46,0.56,6.90,,
2024-12-27 00:00:00,股息,6.92,"23,561.18",Bank of America Corp,BAC,38,0.26,,2.96,,
2024-12-27 00:00:00,股息,6.30,"23,554.26",Goldman Sachs Group Inc,GS,3,3.00,,2.70,,
2024-12-23 00:00:00,股息,8.33,"23,547.96","Tapestry, Inc.",TPR,34,0.35,,3.57,,
2024-12-19 00:00:00,股息,11.69,"23,539.63",Manulife Financial Corp.,MFC,56,0.28,,3.90,,
2024-12-17 00:00:00,股息,34.74,"23,527.94",Marubeni Corp,MARUY,14,3.00,0.78,6.42,,
2024-12-17 00:00:00,股息,15.01,"23,493.20",Itochu Corp,ITOCY,140,0.13,0.77,2.85,,
2024-12-17 00:00:00,股息,8.58,"23,478.19",East Japan Railway,EJPRY,140,0.09,1.70,1.86,,
2024-12-17 00:00:00,股息,2.66,"23,469.61",Central Japan Railway,CJPRY,75,0.05,0.52,0.57,,
