日期,類型,金額,結餘,證券,股票代號,股數,每股,費用,稅款,對銷賬戶,備註
2020-12-16 00:00:00,股息,9.99,391.79,Shell PLC,SHEL,30,0.33,,,,
2020-12-16 00:00:00,股息,1.74,381.80,Central Japan Railway,CJPRY,40,0.06,0.37,0.38,,
2020-12-15 00:00:00,股息,11.79,380.06,Marubeni Corp,MARUY,14,1.05,0.69,2.26,,
2020-12-15 00:00:00,股息,6.46,368.27,International Paper Co.,IP,18,0.51,,2.77,,
2020-12-15 00:00:00,股息,4.68,361.81,Tyson Foods Inc,TSN,15,0.45,,2.00,,
2020-12-11 00:00:00,股息,4.79,357.13,Huntington Ingalls Industries Inc,HII,6,1.14,,2.05,,
2020-12-10 00:00:00,買入,-230.00,352.34,Centrica plc,CPYYY,100,2.30,,,Charles Schwab,
2020-12-10 00:00:00,股息,7.31,582.34,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-12-09 00:00:00,費用,-5.76,575.03,Danske Bank,DNKEY,,,,,,ADR管理費
2020-12-07 00:00:00,股息,19.95,580.79,LyondellBasell Industries NV,LYB,19,1.05,,,,
2020-12-07 00:00:00,股息,5.01,560.84,East Japan Railway,EJPRY,92,0.08,1.25,1.13,,
2020-12-04 00:00:00,股息,6.00,555.83,Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-12-03 00:00:00,買入,-103.20,549.83,Centrica plc,CPYYY,43,2.40,,,Charles Schwab,
2020-12-02 00:00:00,股息,6.00,653.03,Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-12-01 00:00:00,賣出,599.99,647.03,Intel Corp.,INTC,12,50.00,,0.01,Charles Schwab,
2020-12-01 00:00:00,股息,7.39,47.04,Intel Corp.,INTC,32,0.33,,3.17,,
2020-12-01 00:00:00,股息,5.04,39.65,Kroger Co.,KR,40,0.18,,2.16,,
2020-12-01 00:00:00,股息,3.29,34.61,Wells Fargo & Co,WFC,47,0.10,,1.41,,
2020-11-20 00:00:00,股息,22.29,31.32,Electrolux AB,ELUXY,20,1.62,0.40,9.73,,
2020-11-20 00:00:00,股息,8.63,9.03,Unilever PLC,UL,18,0.48,0.09,,,
2020-10-28 00:00:00,買入,-22.80,0.40,Centrica plc,CPYYY,12,1.90,,,Charles Schwab,
2020-10-26 00:00:00,股息,5.25,23.20,"American Financial Group, Inc.",AFG,15,0.50,,2.25,,
2020-10-23 00:00:00,股息,9.10,17.95,Simon Property Group Inc,SPG,10,1.30,,3.90,,
2020-10-16 00:00:00,買入,-89.55,8.85,Centrica plc,CPYYY,45,1.99,,,Charles Schwab,
2020-10-15 00:00:00,股息,4.76,98.40,"Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2020-10-12 00:00:00,買入,-97.80,93.64,MEDNAX Inc,MD,6,16.30,,,Charles Schwab,
2020-10-05 00:00:00,股息,0.45,191.44,Spirit AeroSystems Holdings Inc,SPR,65,0.01,,0.20,,
2020-10-01 00:00:00,股息,5.04,190.99,Paramount Global,PARA,30,0.24,,2.16,,
2020-09-21 00:00:00,股息,9.60,185.95,Shell PLC,SHEL,30,0.32,,,,
2020-09-15 00:00:00,股息,6.46,176.35,International Paper Co.,IP,18,0.51,,2.77,,
2020-09-15 00:00:00,股息,4.41,169.89,Tyson Foods Inc,TSN,15,0.42,,1.89,,
2020-09-10 00:00:00,股息,7.31,165.48,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-09-09 00:00:00,股息,8.36,158.17,Unilever PLC,UL,18,0.47,0.09,,,
2020-09-08 00:00:00,股息,19.95,149.81,LyondellBasell Industries NV,LYB,19,1.05,,,,
2020-09-04 00:00:00,買入,-888.00,129.86,Huntington Ingalls Industries Inc,HII,6,148.00,,,Charles Schwab,
2020-09-04 00:00:00,股息,6.00,"1,017.86",Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-09-02 00:00:00,買入,-297.66,"1,011.86",Danske Bank,DNKEY,41,7.26,,,Charles Schwab,
2020-09-02 00:00:00,股息,6.00,"1,309.52",Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-09-01 00:00:00,買入,-925.00,"1,303.52",SPDRR Gold Shares,GLD,5,185.00,,,Charles Schwab,
2020-09-01 00:00:00,股息,7.39,"2,228.52",Intel Corp.,INTC,32,0.33,,3.17,,
2020-09-01 00:00:00,股息,5.04,"2,221.13",Kroger Co.,KR,40,0.18,,2.16,,
2020-09-01 00:00:00,股息,3.29,"2,216.09",Wells Fargo & Co,WFC,47,0.10,,1.41,,
2020-08-18 00:00:00,買入,-510.00,"2,212.80",Boeing Company,BA,3,170.00,,,Charles Schwab,
2020-08-10 00:00:00,買入,-484.00,"2,722.80",Spirit AeroSystems Holdings Inc,SPR,22,22.00,,,Charles Schwab,
2020-08-05 00:00:00,買入,-495.00,"3,206.80",East Japan Railway,EJPRY,50,9.90,,,Charles Schwab,
2020-08-03 00:00:00,買入,-310.00,"3,701.80",Tyson Foods Inc,TSN,5,62.00,,,Charles Schwab,
2020-07-27 00:00:00,買入,-500.00,"4,011.80",Intel Corp.,INTC,10,50.00,,,Charles Schwab,
2020-07-15 00:00:00,股息,4.76,"4,511.80","Cardinal Health, Inc.",CAH,14,0.49,,2.04,,
2020-07-14 00:00:00,股息,4.72,"4,507.04","American Financial Group, Inc.",AFG,15,0.45,,2.03,,
2020-07-13 00:00:00,買入,-573.80,"4,502.32",Central Japan Railway,CJPRY,40,14.35,,,Charles Schwab,
2020-07-13 00:00:00,買入,-357.79,"5,076.12",Mowi ASA,MHGVY,20,17.89,,,Charles Schwab,
2020-07-09 00:00:00,股息,9.10,"5,433.91",Simon Property Group Inc,SPG,10,1.30,,3.90,,
2020-07-06 00:00:00,買入,-504.00,"5,424.81",Carnival PLC,CUK,40,12.60,,,Charles Schwab,
2020-07-06 00:00:00,股息,0.30,"5,928.81",Spirit AeroSystems Holdings Inc,SPR,43,0.01,,0.13,,
2020-07-01 00:00:00,買入,-325.00,"5,928.51",LyondellBasell Industries NV,LYB,5,65.00,,,Charles Schwab,
2020-07-01 00:00:00,股息,5.04,"6,253.51",Paramount Global,PARA,30,0.24,,2.16,,
2020-06-22 00:00:00,股息,4.80,"6,248.47",Shell PLC,SHEL,30,0.16,,,,
2020-06-19 00:00:00,股息,18.20,"6,243.67",Marubeni Corp,MARUY,14,1.59,0.69,3.42,,
2020-06-16 00:00:00,買入,-560.55,"6,225.47",Mowi ASA,MHGVY,30,18.68,,,Charles Schwab,
2020-06-15 00:00:00,股息,14.70,"6,786.02",LyondellBasell Industries NV,LYB,14,1.05,,,,
2020-06-15 00:00:00,股息,6.46,"6,771.32",International Paper Co.,IP,18,0.51,,2.77,,
2020-06-15 00:00:00,股息,2.94,"6,764.86",Tyson Foods Inc,TSN,10,0.42,,1.26,,
2020-06-11 00:00:00,買入,-820.00,"6,761.92","ALLIANZ SE UNSPON ADS EACH REP ",ALIZY,40,20.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-650.00,"7,581.92",G4S plc,GFSZY,100,6.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-496.00,"8,231.92","American Financial Group, Inc.",AFG,8,62.00,,,Charles Schwab,
2020-06-11 00:00:00,買入,-495.00,"8,727.92",Spirit AeroSystems Holdings Inc,SPR,18,27.50,,,Charles Schwab,
2020-06-11 00:00:00,買入,-493.50,"9,222.92",Shell PLC,SHEL,15,32.90,,,Charles Schwab,
2020-06-11 00:00:00,買入,-405.00,"9,716.42",Wells Fargo & Co,WFC,15,27.00,,,Charles Schwab,
2020-06-10 17:00:00,費用,-25.00,"10,121.42",,,,,,,,中轉銀行費用
2020-06-10 16:00:10,轉入,"10,085.00","10,146.42",,,,,,,TWBank,"匯率29.2838  TWD$295,327.12 匯費 ＄300+＄75(10085*0.025％*29.67) "
2020-06-10 00:00:00,股息,7.31,61.42,Exxon Mobil Corp,XOM,12,0.87,,3.13,,
2020-06-08 00:00:00,買入,-715.00,54.11,Wells Fargo & Co,WFC,22,32.50,,,Charles Schwab,
2020-06-05 00:00:00,買入,-494.56,769.11,BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,22,22.48,,,Charles Schwab,
2020-06-05 00:00:00,股息,6.00,"1,263.67",Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-06-04 00:00:00,股息,7.91,"1,257.67",Unilever PLC,UL,18,0.44,0.09,,,
2020-06-03 00:00:00,股息,6.00,"1,249.76",Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-06-02 00:00:00,買入,-494.00,"1,243.76",Delta Air Lines Inc,DAL,19,26.00,,,Charles Schwab,
2020-06-01 00:00:00,股息,5.08,"1,737.76",Intel Corp.,INTC,22,0.33,,2.18,,
2020-06-01 00:00:00,股息,4.48,"1,732.68",Kroger Co.,KR,40,0.16,,1.92,,
2020-06-01 00:00:00,股息,3.57,"1,728.20",Wells Fargo & Co,WFC,10,0.51,,1.53,,
2020-05-29 00:00:00,股息,17.90,"1,724.63",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,28,0.91,0.84,6.72,,
2020-05-27 00:01:00,買入,-12.96,"1,706.73",East Japan Railway,EJPRY,1,12.96,,,Charles Schwab,
2020-05-27 00:00:00,買入,-533.00,"1,719.69",East Japan Railway,EJPRY,41,13.00,,,Charles Schwab,
2020-05-26 00:00:00,買入,-725.00,"2,252.69",Boeing Company,BA,5,145.00,,,Charles Schwab,
2020-05-18 00:00:00,買入,-500.00,"2,977.69",Spirit AeroSystems Holdings Inc,SPR,25,20.00,,,Charles Schwab,
2020-05-14 00:00:00,買入,-500.00,"3,477.69",Simon Property Group Inc,SPG,10,50.00,,,Charles Schwab,
2020-05-06 00:00:00,買入,-490.00,"3,977.69",O-I Glass Inc,OI,70,7.00,,,Charles Schwab,
2020-05-04 00:00:00,買入,-550.00,"4,467.69",Tyson Foods Inc,TSN,10,55.00,,,Charles Schwab,
2020-04-30 00:00:00,買入,-513.00,"5,017.69",Carnival PLC,CUK,38,13.50,,,Charles Schwab,
2020-04-30 00:00:00,買入,-480.00,"5,530.69",Shell PLC,SHEL,15,32.00,,,Charles Schwab,
2020-04-29 00:00:00,買入,-490.00,"6,010.69","American Financial Group, Inc.",AFG,7,70.00,,,Charles Schwab,
2020-04-23 00:00:00,賣出,503.99,"6,500.69",Cal-Maine Foods Inc,CALM,12,42.00,,0.01,Charles Schwab,
2020-04-15 00:00:00,買入,-494.20,"5,996.70",Electrolux AB,ELUXY,20,24.71,,,Charles Schwab,
2020-04-15 00:00:00,股息,4.72,"6,490.90","Cardinal Health, Inc.",CAH,14,0.48,,2.02,,
2020-04-07 00:00:00,買入,-515.39,"6,486.18",Exxon Mobil Corp,XOM,12,42.95,,,Charles Schwab,
2020-04-07 00:00:00,買入,-480.00,"7,001.57",Paramount Global,PARA,30,16.00,,,Charles Schwab,
2020-04-07 00:00:00,買入,-480.00,"7,481.57",Cal-Maine Foods Inc,CALM,12,40.00,,,Charles Schwab,
2020-03-30 00:00:00,利息,0.06,"7,961.57",,,,,,0.02,,
2020-03-25 00:00:00,股息,6.00,"7,961.51",Assured Guaranty Ltd.,AGO,30,0.20,,,,
2020-03-24 00:00:00,買入,-525.00,"7,955.51",Berkshire Hathaway Inc. New,BRK-B,3,175.00,,,Charles Schwab,
2020-03-20 00:00:00,股息,6.00,"8,480.51",Magna Intl Inc.,MGA,20,0.40,,2.00,,
2020-03-18 00:00:00,股息,8.04,"8,474.51",Unilever PLC,UL,18,0.45,0.09,,,
2020-03-16 00:00:00,股息,6.46,"8,466.47",International Paper Co.,IP,18,0.51,,2.77,,
2020-03-09 00:00:00,股息,14.70,"8,460.01",LyondellBasell Industries NV,LYB,14,1.05,,,,
2020-03-06 00:00:00,股息,10.71,"8,445.31","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.30,,4.59,,
2020-03-04 00:00:00,買入,-465.00,"8,434.60",Delta Air Lines Inc,DAL,10,46.50,,,Charles Schwab,
2020-03-02 00:00:00,股息,5.08,"8,899.60",Intel Corp.,INTC,22,0.33,,2.18,,
2020-03-02 00:00:00,股息,4.48,"8,894.52",Kroger Co.,KR,40,0.16,,1.92,,
2020-03-02 00:00:00,股息,3.57,"8,890.04",Wells Fargo & Co,WFC,10,0.51,,1.53,,
2020-02-27 00:00:00,利息,0.38,"8,886.47",,,,,,0.15,,
2020-02-21 00:00:00,買入,-200.00,"8,886.09",MEDNAX Inc,MD,10,20.00,,,Charles Schwab,
2020-02-20 00:00:00,買入,-220.00,"9,086.09",MEDNAX Inc,MD,10,22.00,,,Charles Schwab,
2020-01-30 00:00:00,利息,0.44,"9,306.09",,,,,,0.18,,
2020-01-23 00:00:00,買入,-480.00,"9,305.65",Wells Fargo & Co,WFC,10,48.00,,,Charles Schwab,
2020-01-15 00:00:00,股息,4.72,"9,785.65","Cardinal Health, Inc.",CAH,14,0.48,,2.02,,
2019-12-30 00:00:00,利息,0.47,"9,780.93",,,,,,0.19,,
2019-12-23 00:00:00,買入,-495.00,"9,780.46",MEDNAX Inc,MD,18,27.50,,,Charles Schwab,
2019-12-16 00:00:00,股息,18.29,"10,275.46",Marubeni Corp,MARUY,14,1.60,0.69,3.43,,
2019-12-16 00:00:00,股息,6.46,"10,257.17",International Paper Co.,IP,18,0.51,,2.77,,
2019-12-09 00:00:00,股息,14.70,"10,250.71",LyondellBasell Industries NV,LYB,14,1.05,,,,
2019-12-06 00:00:00,股息,10.71,"10,236.01","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.30,,4.59,,
2019-12-06 00:00:00,股息,5.47,"10,225.30",Magna Intl Inc.,MGA,20,0.36,,1.83,,
2019-12-04 00:00:00,股息,8.04,"10,219.83",Unilever PLC,UL,18,0.45,0.09,,,
2019-12-04 00:00:00,股息,5.40,"10,211.79",Assured Guaranty Ltd.,AGO,30,0.18,,,,
2019-12-01 00:00:00,股息,4.85,"10,206.39",Intel Corp.,INTC,22,0.32,,2.08,,
2019-12-01 00:00:00,股息,4.48,"10,201.54",Kroger Co.,KR,40,0.16,,1.92,,
2019-11-27 00:00:00,利息,0.43,"10,197.06",,,,,,0.18,,
2019-10-30 00:00:00,利息,0.73,"10,196.63",,,,,,0.31,,
2019-10-15 00:00:00,股息,4.72,"10,195.90","Cardinal Health, Inc.",CAH,14,0.48,,2.02,,
2019-09-27 00:00:00,利息,1.00,"10,191.18",,,,,,0.42,,
2019-09-16 00:00:00,股息,6.30,"10,190.18",International Paper Co.,IP,18,0.50,,2.70,,
2019-09-11 00:00:00,股息,14.70,"10,183.88",LyondellBasell Industries NV,LYB,14,1.05,,,,
2019-09-11 00:00:00,股息,8.16,"10,169.18",Unilever PLC,UL,18,0.46,0.09,,,
2019-09-09 00:00:00,賣出,995.03,"10,161.02","AutoNation, Inc.",AN,20,50.00,4.95,0.02,Charles Schwab,
2019-09-06 00:00:00,股息,10.71,"9,165.99","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.30,,4.59,,
2019-09-06 00:00:00,股息,5.47,"9,155.28",Magna Intl Inc.,MGA,20,0.36,,1.83,,
2019-09-04 00:00:00,股息,5.40,"9,149.81",Assured Guaranty Ltd.,AGO,30,0.18,,,,
2019-09-01 00:00:00,股息,4.85,"9,144.41",Intel Corp.,INTC,22,0.32,,2.08,,
2019-09-01 00:00:00,股息,4.48,"9,139.56",Kroger Co.,KR,40,0.16,,1.92,,
2019-08-29 00:00:00,利息,1.10,"9,135.08",,,,,,0.46,,
2019-08-06 00:00:00,買入,"-1,054.95","9,133.98",LyondellBasell Industries NV,LYB,14,75.00,4.95,,Charles Schwab,
2019-07-30 00:00:00,利息,1.65,"10,188.93",,,,,,0.70,,
2019-07-23 00:00:00,賣出,"1,057.03","10,187.28","AutoNation, Inc.",AN,24,44.25,4.95,0.02,Charles Schwab,
2019-07-15 00:00:00,股息,4.72,"9,130.25","Cardinal Health, Inc.",CAH,14,0.48,,2.02,,
2019-07-05 00:00:00,買入,-962.15,"9,125.53",Magna Intl Inc.,MGA,20,47.86,4.95,,Charles Schwab,
2019-06-27 00:00:00,利息,1.75,"10,087.68",,,,,,0.74,,
2019-06-18 00:00:00,買入,-954.95,"10,085.93","Meta Platforms, Inc.",META,5,190.00,4.95,,Charles Schwab,
2019-06-17 00:00:00,股息,17.89,"11,040.88",Marubeni Corp,MARUY,14,1.57,0.69,3.36,,
2019-06-14 00:00:00,股息,10.71,"11,022.99","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.30,,4.59,,
2019-06-14 00:00:00,股息,6.30,"11,012.28",International Paper Co.,IP,18,0.50,,2.70,,
2019-06-05 00:00:00,股息,8.26,"11,005.98",Unilever PLC,UL,18,0.46,0.09,,,
2019-06-05 00:00:00,股息,5.40,"10,997.72",Assured Guaranty Ltd.,AGO,30,0.18,,,,
2019-06-03 00:00:00,股息,3.92,"10,992.32",Kroger Co.,KR,40,0.14,,1.68,,
2019-05-31 00:00:00,股息,25.97,"10,988.40",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,28,1.30,0.84,9.61,,
2019-05-30 00:00:00,利息,2.28,"10,962.43",,,,,,0.97,,
2019-05-10 00:00:00,買入,"-1,016.95","10,960.15",Intel Corp.,INTC,22,46.00,4.95,,Charles Schwab,
2019-04-29 00:00:00,利息,2.41,"11,977.10",,,,,,1.02,,
2019-04-24 00:00:00,賣出,"1,009.03","11,974.69",Pilgrim's Pride Corporation,PPC,39,26.00,4.95,0.02,Charles Schwab,
2019-04-15 00:00:00,股息,4.67,"10,965.66","Cardinal Health, Inc.",CAH,14,0.48,,2.00,,
2019-04-12 00:00:00,買入,"-1,030.05","10,960.99",Unilever PLC,UL,18,56.95,4.95,,Charles Schwab,
2019-03-28 00:00:00,股息,45.32,"11,991.04",Danske Bank,DNKEY,105,0.65,4.20,18.31,,
2019-03-28 00:00:00,利息,2.34,"11,945.72",,,,,,1.00,,
2019-03-27 00:00:00,股息,5.40,"11,943.38",Assured Guaranty Ltd.,AGO,30,0.18,,,,
2019-03-15 00:00:00,股息,6.30,"11,937.98",International Paper Co.,IP,18,0.50,,2.70,,
2019-03-12 00:00:00,買入,-964.95,"11,931.68",Kroger Co.,KR,40,24.00,4.95,,Charles Schwab,
2019-03-08 00:00:00,股息,10.71,"12,896.63","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.30,,4.59,,
2019-02-27 00:00:00,取款,-32.50,"12,885.92",,,,,,,,台北富邦ATM提款新台幣1000
2019-02-27 00:00:00,利息,2.45,"12,918.42",,,,,,1.04,,
2019-02-08 00:00:00,買入,-983.41,"12,915.97",Marubeni Corp,MARUY,14,69.89,4.95,,Charles Schwab,
2019-02-07 00:00:00,買入,-991.95,"13,899.38",Danske Bank,DNKEY,105,9.40,4.95,,Charles Schwab,
2019-01-30 00:00:00,利息,2.99,"14,891.33",,,,,,1.27,,
2019-01-15 00:00:00,股息,4.67,"14,888.34","Cardinal Health, Inc.",CAH,14,0.48,,2.00,,
2018-12-28 00:00:00,利息,2.44,"14,883.67",,,,,,1.04,,
2018-12-14 00:00:00,股息,6.30,"14,881.23",International Paper Co.,IP,18,0.50,,2.70,,
2018-12-07 00:00:00,股息,21.42,"14,874.93","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.60,,9.18,,
2018-12-05 00:00:00,股息,4.80,"14,853.51",Assured Guaranty Ltd.,AGO,30,0.16,,,,
2018-11-29 00:00:00,利息,2.52,"14,848.71",,,,,,1.08,,
2018-10-31 00:00:00,利息,2.61,"14,846.19",,,,,,1.11,,
2018-10-15 00:00:00,股息,4.67,"14,843.58","Cardinal Health, Inc.",CAH,14,0.48,,2.00,,
2018-10-08 00:00:00,賣出,"1,571.03","14,838.91","AutoZone, Inc.",AZO,2,788.00,4.95,0.02,Charles Schwab,
2018-10-03 00:00:00,賣出,"1,123.04","13,267.88","Patterson Companies, Inc.",PDCO,47,24.00,4.95,0.01,Charles Schwab,
2018-09-27 00:00:00,利息,1.38,"12,144.84",,,,,,0.58,,
2018-09-17 00:00:00,股息,5.98,"12,143.46",International Paper Co.,IP,18,0.47,,2.57,,
2018-09-07 00:00:00,股息,21.42,"12,137.48","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.60,,9.18,,
2018-08-30 00:00:00,利息,1.52,"12,116.06",,,,,,0.65,,
2018-08-14 00:00:00,股息,4.80,"12,114.54",Assured Guaranty Ltd.,AGO,30,0.16,,,,
2018-07-30 00:00:00,利息,1.57,"12,109.74",,,,,,0.66,,
2018-07-16 00:00:00,股息,4.67,"12,108.17","Cardinal Health, Inc.",CAH,14,0.48,,2.00,,
2018-07-12 00:00:00,股息,8.55,"12,103.50","Patterson Companies, Inc.",PDCO,47,0.26,,3.67,,
2018-06-28 00:00:00,利息,1.12,"12,094.95",,,,,,0.48,,
2018-06-15 00:00:00,股息,21.42,"12,093.83","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.60,,9.18,,
2018-06-15 00:00:00,股息,5.98,"12,072.41",International Paper Co.,IP,18,0.47,,2.57,,
2018-05-31 00:00:00,買入,-991.95,"12,066.43","Patterson Companies, Inc.",PDCO,47,21.00,4.95,,Charles Schwab,
2018-05-30 00:00:00,股息,4.80,"13,058.38",Assured Guaranty Ltd.,AGO,30,0.16,,,,
2018-05-30 00:00:00,利息,1.33,"13,053.58",,,,,,0.57,,
2018-05-18 00:00:00,買入,-982.57,"13,052.25",BAYERISCHE MOTOREN WERKE AG ADR,BMWYY,28,34.91,4.95,,Charles Schwab,
2018-05-03 00:00:00,買入,-991.95,"14,034.82",Pilgrim's Pride Corporation,PPC,47,21.00,4.95,,Charles Schwab,
2018-04-27 00:00:00,利息,1.23,"15,026.77",,,,,,0.52,,
2018-04-16 00:00:00,股息,4.53,"15,025.54","Cardinal Health, Inc.",CAH,14,0.46,,1.94,,
2018-03-28 00:00:00,利息,1.02,"15,021.01",,,,,,0.43,,
2018-03-21 00:00:00,股息,4.80,"15,019.99",Assured Guaranty Ltd.,AGO,30,0.16,,,,
2018-03-20 00:00:00,買入,"-1,004.95","15,015.19",Pilgrim's Pride Corporation,PPC,40,25.00,4.95,,Charles Schwab,
2018-03-09 00:00:00,股息,21.42,"16,020.14","(原名LB)Bath & Body Works, Inc.",BBWI,51,0.60,,9.18,,
2018-02-27 00:00:00,利息,1.15,"15,998.72",,,,,,0.48,,
2018-02-20 00:00:00,買入,"-1,048.95","15,997.57",International Paper Co.,IP,18,58.00,4.95,,Charles Schwab,
2018-01-30 00:00:00,利息,1.38,"17,046.52",,,,,,0.59,,
2018-01-16 00:00:00,買入,"-1,024.95","17,045.14",Assured Guaranty Ltd.,AGO,30,34.00,4.95,,Charles Schwab,
2018-01-16 00:00:00,股息,4.53,"18,070.09","Cardinal Health, Inc.",CAH,14,0.46,,1.94,,
2017-12-28 00:00:00,利息,0.82,"18,065.56",,,,,,0.34,,
2017-12-26 00:00:00,賣出,"1,995.00","18,064.74","(原名LB)Bath & Body Works, Inc.",BBWI,32,62.50,4.95,0.05,Charles Schwab,
2017-12-08 00:00:00,股息,34.86,"16,069.74","(原名LB)Bath & Body Works, Inc.",BBWI,83,0.60,,14.94,,
2017-11-29 00:00:00,利息,0.84,"16,034.88",,,,,,0.36,,
2017-10-30 00:00:00,利息,0.90,"16,034.04",,,,,,0.38,,
2017-10-16 00:00:00,股息,4.53,"16,033.14","Cardinal Health, Inc.",CAH,14,0.46,,1.94,,
2017-09-28 00:00:00,利息,0.92,"16,028.61",,,,,,0.39,,
2017-09-12 00:00:00,買入,-970.95,"16,027.69","Cardinal Health, Inc.",CAH,14,69.00,4.95,,Charles Schwab,
2017-08-30 00:00:00,利息,1.16,"16,998.64",,,,,,0.49,,
2017-08-21 00:00:00,買入,"-2,992.95","16,997.48","(原名LB)Bath & Body Works, Inc.",BBWI,83,36.00,4.95,,Charles Schwab,
2017-07-28 00:00:00,利息,0.33,"19,990.43",,,,,,0.14,,
2017-07-24 00:00:00,買入,"-3,004.95","19,990.10","AutoZone, Inc.",AZO,6,500.00,4.95,,Charles Schwab,
2017-07-24 00:00:00,買入,"-2,979.95","22,995.05","AutoNation, Inc.",AN,70,42.50,4.95,,Charles Schwab,
2017-07-21 17:00:00,費用,-25.00,"25,975.00",,,,,,,,中轉銀行費用
2017-07-21 16:00:20,轉入,"26,000.00","26,000.00",,,,,,,TWBank,"匯率30.4212  TWD$790,951.20 匯費 ＄300+＄198(26000*0.025％*30.47)"
